starting_price_time,starting_price,highest_price_time,highest_price,time_to_highest,percentage_change,token,token_name,signal_name
2024-07-27 12:22:00 UTC,3.763478869259558e-07,2024-07-27 13:01:00 UTC,4.2509346638004317e-07,0 days 00:39:00,12.952266014363936,https://birdeye.so/token/So11111111111111111111111111111111111111112/BKNQJ1G8kWsknHaf2LCRvWJaQtanjkXEmMgJn16GDBLM?chain=solana,Anonymous,a9
2024-07-27 23:35:00 UTC,1.2864421441731498e-07,2024-07-27 23:46:00 UTC,1.445564438587711e-07,0 days 00:11:00,12.369176113771976,https://birdeye.so/token/So11111111111111111111111111111111111111112/GKssiGzrcxXy5AfM88G2Zrbj1D8b7hKebiZpkYNPh5TG?chain=solana,TARD,a9
2024-07-27 13:23:00 UTC,15924050.601500807,2024-07-27 20:43:00 UTC,17838676.12729775,0 days 07:20:00,12.023483055350848,https://birdeye.so/token/So11111111111111111111111111111111111111112/2H4Eg5ivsNDCvG7KQ4QJBSAhmpa2Nc6usggjMynnvBjp?chain=solana,jaky,a9
2024-07-27 11:22:00 UTC,4183946.1785021788,2024-07-27 12:47:00 UTC,4668008.793358262,0 days 01:25:00,11.569522986296485,https://birdeye.so/token/So11111111111111111111111111111111111111112/HRh18HjmAuNLc4Rxhc1dZ1pcfcc4D9s2bLPGkCcn8mex?chain=solana,FAT JEW,a9
2024-07-27 21:05:00 UTC,4312360.384346465,2024-07-27 21:30:00 UTC,4682510.300944564,0 days 00:25:00,8.583464358445433,https://birdeye.so/token/So11111111111111111111111111111111111111112/3wLP4zmAxodv1xuF4CcH6zXkQeD8MAyLAYL7yqR9Asyt?chain=solana,Cynthia Lummis,a4
2024-07-27 18:55:00 UTC,6.883614707457229e-05,2024-07-27 19:02:00 UTC,7.428368597448776e-05,0 days 00:07:00,7.913776600561313,https://birdeye.so/token/So11111111111111111111111111111111111111112/FZKyHU6WZiisRcoYzAE2S6rYrakkNrHqVFZX8UM1vcvA?chain=solana,gold pieces,a7
2024-07-27 22:28:00 UTC,2534169.4552599997,2024-07-27 22:41:00 UTC,2733812.451310931,0 days 00:13:00,7.878044447128267,https://birdeye.so/token/So11111111111111111111111111111111111111112/JWjd1mvkArtjRc9t31o8ytHnkCbScPNRnCd4MCF81Q4?chain=solana,Retardio Puppy Token,a9
2024-07-27 14:03:00 UTC,2.1916951443875658e-09,2024-07-27 14:09:00 UTC,2.3583061820108445e-09,0 days 00:06:00,7.601925753676636,https://birdeye.so/token/So11111111111111111111111111111111111111112/BVk3bYS9Y3fChP7g17xG95ubpYSU7aNZwwMtKR1Yvrik?chain=solana,7/11 NEWPORTS,a7
2024-07-27 09:31:00 UTC,3.660031078795076e-07,2024-07-27 09:45:00 UTC,3.9358168304525107e-07,0 days 00:14:00,7.535065842889679,https://birdeye.so/token/So11111111111111111111111111111111111111112/DWKH46ZfBYaF2P2mQfAa7aU1pmSpDvGhs2iiKfRX5upD?chain=solana,REKT,a7
2024-07-27 22:13:00 UTC,3553266.2155155567,2024-07-27 23:33:00 UTC,3806270.5837894147,0 days 01:20:00,7.120332475205453,https://birdeye.so/token/So11111111111111111111111111111111111111112/B195Fs89SsbJTKUCyFNoDYg1HCfhRruvdv57HxvaepLC?chain=solana,Pitty the pitbull,a2
2024-07-27 15:07:00 UTC,9905180.31383799,2024-07-27 22:24:00 UTC,10560916.861064201,0 days 07:17:00,6.620137407393958,https://birdeye.so/token/So11111111111111111111111111111111111111112/7Sc3XamaASMnuRpqqmNyncbLFz54WK1Tkx5k3q2xjR2P?chain=solana,MrBeast,a9
2024-07-27 23:45:00 UTC,7.702665437833606e-06,2024-07-27 23:48:00 UTC,8.188790944151173e-06,0 days 00:03:00,6.311133597077149,https://birdeye.so/token/So11111111111111111111111111111111111111112/9xXKGdRQPn1827FyxLFWyNf6iEBruJrHauhSBHuusM24?chain=solana,Smoothie The Cat,a6
2024-07-27 11:23:00 UTC,4444312.982867696,2024-07-27 23:29:00 UTC,4687564.542497182,0 days 12:06:00,5.473321986259565,https://birdeye.so/token/So11111111111111111111111111111111111111112/BuH4NMjqraQ6fnFdZk7nXFdBokWgZKfs975d9YnpjBNU?chain=solana,rawr!,a9
2024-07-27 13:31:00 UTC,50692822.716959506,2024-07-27 15:22:00 UTC,53449965.85468289,0 days 01:51:00,5.438922099717623,https://birdeye.so/token/So11111111111111111111111111111111111111112/6KUZhGcbU5rT7hqYwLWcVY1FFtBDzG6t1f8uWoR7LEpu?chain=solana,DogWefHat,a9
2024-07-27 12:09:00 UTC,4872549.696512216,2024-07-27 12:11:00 UTC,5099860.21842903,0 days 00:02:00,4.665124751411436,https://birdeye.so/token/So11111111111111111111111111111111111111112/HHZCd1mT4anVDkUDC2CYxRwsQn3D2dAWjapUJ4cNdAFo?chain=solana,Chiitan,a9
2024-07-27 21:01:00 UTC,2.2301774425132893e-07,2024-07-27 21:02:00 UTC,2.3151363244414888e-07,0 days 00:01:00,3.809512207802416,https://birdeye.so/token/So11111111111111111111111111111111111111112/CeaTyzwVV5fLmCwEeBucp1yDG84hCzipqzxgVYF6k3Ss?chain=solana,Princess Bubblegum,a7
2024-07-27 16:01:00 UTC,4.898449455458641e-07,2024-07-27 16:02:00 UTC,5.041731523671018e-07,0 days 00:01:00,2.9250494368725155,https://birdeye.so/token/So11111111111111111111111111111111111111112/Hncwmj3qcApNpraZEKPEFy6aY6Dy1bgcUYNbqe95sCwu?chain=solana,Shina Inu,a7
2024-07-27 14:35:00 UTC,3201265.7072999994,2024-07-27 14:36:00 UTC,3288593.9049650985,0 days 00:01:00,2.72792719035975,https://birdeye.so/token/So11111111111111111111111111111111111111112/HGZxP9ZmjEtSLkc22HBQ9qeCbLhRm6FKFtRzYVBoqaQp?chain=solana,lilcat,a9
2024-07-27 12:42:00 UTC,4314489.348193108,2024-07-27 12:43:00 UTC,4428805.643481816,0 days 00:01:00,2.6495903932775566,https://birdeye.so/token/So11111111111111111111111111111111111111112/Cs5sXwqnrNyG1z8DtbSPR4aisboLC1hfE26j5iuPiBRC?chain=solana,RETARDIA,a9
2024-07-27 20:03:00 UTC,1.6154356766861538e-07,2024-07-27 20:13:00 UTC,1.642801796806072e-07,0 days 00:10:00,1.6940396027439513,https://birdeye.so/token/So11111111111111111111111111111111111111112/94PiVdnN6GDp4S7bU8wqg1xVp3wym9LYpCCDZbGgjQ5N?chain=solana,Roundtrip,a7
2024-07-27 11:13:00 UTC,7962559.2751,2024-07-27 11:21:00 UTC,8088971.412879521,0 days 00:08:00,1.5875817486825963,https://birdeye.so/token/So11111111111111111111111111111111111111112/7c6YXuuS93pb84N3w7Q9zMcgStuoK79gvuQor7LnAeic?chain=solana,SENDOR,a9
2024-07-27 20:55:00 UTC,24422298.515958034,2024-07-27 20:58:00 UTC,24801304.22935785,0 days 00:03:00,1.5518838783833806,https://birdeye.so/token/So11111111111111111111111111111111111111112/8g9eu3LTX8NggQ6KgS1c7QrEjAnz1H4weWaDYYi6BPtB?chain=solana,Pink Panther,a7
2024-07-27 14:01:00 UTC,7866902.180609846,2024-07-27 15:25:00 UTC,7972674.710508601,0 days 01:24:00,1.3445258053349243,https://birdeye.so/token/So11111111111111111111111111111111111111112/5mANxrgae3wki1jES9gTUn8C6QDuggQvU68yHsB3MJAf?chain=solana,AOCtits,a8
2024-07-27 13:56:00 UTC,58322152.418272234,2024-07-27 13:58:00 UTC,59041448.74201164,0 days 00:02:00,1.233315805254896,https://birdeye.so/token/So11111111111111111111111111111111111111112/DwxHm2rWmCYtMKkoXMugMWy9X5qwZgk9sDy1DH5EKGEg?chain=solana,Cat in Bread,a9
2024-07-27 14:52:00 UTC,54020200.48749767,2024-07-27 14:59:00 UTC,54632942.73326013,0 days 00:07:00,1.1342835462157748,https://birdeye.so/token/So11111111111111111111111111111111111111112/83gmZppDZKHanEcuuNnbcK9QgKigH1J5uDqBDFijASry?chain=solana,🙌💎,a5
2024-07-27 22:30:00 UTC,152999.53882413794,2024-07-27 23:46:00 UTC,154697.0566605356,0 days 01:16:00,1.1094921262140762,https://birdeye.so/token/So11111111111111111111111111111111111111112/HvAqakZgurMR2br1eGWPU6EeFcxzmeW8n6Mn7ejEf3DV?chain=solana,Neiro,a11
2024-07-27 14:02:00 UTC,6461977.549568,2024-07-27 14:12:00 UTC,6504727.057549284,0 days 00:10:00,0.661554572936291,https://birdeye.so/token/So11111111111111111111111111111111111111112/GULjSWE3cKDreQ17dZSKPC74GNZNyrQjDdSvnAJXb3he?chain=solana,Mojo,a9
2024-07-27 14:47:00 UTC,2.606546360236266e-10,2024-07-27 14:49:00 UTC,2.6205183884422165e-10,0 days 00:02:00,0.5360360521147258,https://birdeye.so/token/So11111111111111111111111111111111111111112/FWu1suo1br8qTziuN2U8thHDDJzcwMvkFx2wiDYx7Me9?chain=solana,Make Solana Great Again,a9
2024-07-27 12:45:00 UTC,10358151.76821839,2024-07-27 12:47:00 UTC,10394881.709043907,0 days 00:02:00,0.35459936914820794,https://birdeye.so/token/So11111111111111111111111111111111111111112/6tzwnTTLKpAZkMYq1qtgJpRLFF84q3wgt3uTJWfvJmxv?chain=solana,Chief Happiness Officer,a9
2024-07-27 23:24:00 UTC,10374442.392944999,2024-07-27 23:24:00 UTC,10374442.392944999,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/H1feuqvaTC8xL5hCpmsyU7QwUaWAQxjhBCaSigozLuhB?chain=solana,chocolate,a9
2024-07-27 17:11:00 UTC,6.987538474716192e-07,2024-07-27 17:11:00 UTC,6.987538474716192e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/9Fnw52XoYD3gJTbmJMznnb43v4eW1NWUQNoBGKCDzvZz?chain=solana,BRETT,a7
2024-07-27 17:43:00 UTC,3.1385780975512006e-08,2024-07-27 17:43:00 UTC,3.1385780975512006e-08,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/3n9QDBvgo8SQtwzsUm6XZrDGdRn8QbT9zxhnuPVjBeXb?chain=solana,BULLISH TRUMP COIN,a7
2024-07-27 20:11:00 UTC,1.7626175329253417e-08,2024-07-27 20:11:00 UTC,1.7626175329253417e-08,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/2PobgGptg7i8qvfJo3f1je6GvYY8zJ9qwhvGQ2eaGTdv?chain=solana,Make Bitcoin Great Again,a7
2024-07-27 18:42:00 UTC,3.47698049941072e-09,2024-07-27 18:42:00 UTC,3.47698049941072e-09,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/4RxNJ2JjdNCyEF7DELXurdQmLPxdFpZbx7KHP71Frs9M?chain=solana,Solnake,a7
2024-07-27 18:43:00 UTC,24368724.175176628,2024-07-27 18:43:00 UTC,24368724.175176628,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/4BW2Gx34Br9jYMpvoG7AwNxDUDhL5Qdj5NR96mPUohsP?chain=solana,1st Edition Blastoise,a7
2024-07-27 18:37:00 UTC,2.367632653023499e-07,2024-07-27 18:37:00 UTC,2.367632653023499e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/cgMEsr6asSbn9TqXcCSe66mvxfYyvLPB4u4dQuep8KP?chain=solana,Olympics on Sol,a2
2024-07-27 18:07:00 UTC,9820292.332469381,2024-07-27 18:07:00 UTC,9820292.332469381,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/4mA4n17q1K9jf3X3axJEPQz8pcUcNjxrghQZ34PMzRsG?chain=solana,nogger gnome,a9
2024-07-27 20:06:00 UTC,2.5262304544588135e-07,2024-07-27 20:06:00 UTC,2.5262304544588135e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/4KP6t2ZcJtCZFrCWi445e6ut8ZU9pWCQX51GWbxYApTE?chain=solana,Jake Paul Mike Tyson,a9
2024-07-27 19:23:00 UTC,5.637680675839208e-15,2024-07-27 19:23:00 UTC,5.637680675839208e-15,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/FSz9BKize5dUXjY4iBRGC3LCdZJkqudbGKy5VRS4xxEG?chain=solana,JD Vance,a9
2024-07-27 19:38:00 UTC,2.27172409962426e-08,2024-07-27 19:38:00 UTC,2.27172409962426e-08,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/2D4hnNS5cS2JX3UD26h7Zb5uEgSdh8StmuJBJhNnitp1?chain=solana,Trump X Elon - Dream Team,a7
2024-07-27 18:05:00 UTC,3.649046685495232e-07,2024-07-27 18:05:00 UTC,3.649046685495232e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/Hncwmj3qcApNpraZEKPEFy6aY6Dy1bgcUYNbqe95sCwu?chain=solana,Shina Inu,a7
2024-07-27 23:13:00 UTC,1.5742705174603605e-06,2024-07-27 23:13:00 UTC,1.5742705174603605e-06,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/EUTyDpEvRAUq3cBFW1JB15WjDmzS8KoDcxLdkGfSyAmu?chain=solana,Momo - Sister of Bonk,a9
2024-07-27 23:43:00 UTC,1.1531715335090657e-06,2024-07-27 23:43:00 UTC,1.1531715335090657e-06,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/EfU5hKQgeCrNJZyCecq8p5dURLvamzn4H3oKEuLrRd25?chain=solana,TrumpWifHat,a7
2024-07-27 22:33:00 UTC,3001942.845600892,2024-07-27 22:33:00 UTC,3001942.845600892,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/51Uh74NUzKbpLcxPuzHtGA6TaALYeY3JXewYW7YwZD6q?chain=solana,I'm gonna cum,a3
2024-07-27 21:58:00 UTC,2.3047812309941663e-07,2024-07-27 21:58:00 UTC,2.3047812309941663e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/7ah47BS6JPecNADHhuordVbGqPvE1RRGCfWPsF2F1FKd?chain=solana,Lucy,a9
2024-07-27 21:36:00 UTC,6.953257470687143e-07,2024-07-27 21:36:00 UTC,6.953257470687143e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/GeMwni9FE35SuqPeX72yCpaCN246pKJCf5aCJTCHcjQR?chain=solana,Bitcoin Trump,a7
2024-07-27 22:50:00 UTC,1.249373540194343e-05,2024-07-27 22:50:00 UTC,1.249373540194343e-05,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/Gnt4fwe2nBqipCDm28Nr2jmLNQgtoFNyhoWN3SavbGcd?chain=solana,Kabosu,a7
2024-07-27 22:52:00 UTC,7.885574151457187e-06,2024-07-27 22:52:00 UTC,7.885574151457187e-06,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/Gnt4fwe2nBqipCDm28Nr2jmLNQgtoFNyhoWN3SavbGcd?chain=solana,Kabosu,a9
2024-07-27 22:54:00 UTC,1.0783221521990448e-07,2024-07-27 22:54:00 UTC,1.0783221521990448e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/85XbYE2tFimytpYeAwZ3ZTzyqmAcknBv67NiJ7m76EFL?chain=solana,skibidi cat,a5
2024-07-27 13:49:00 UTC,3807070.7959558317,2024-07-27 13:49:00 UTC,3807070.7959558317,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/ApLBXfZckbbNNJpt73RUdZErrpcR4uE8HRaZrYfpHqT?chain=solana,jewpiter,a9
2024-07-27 15:14:00 UTC,7.302567813326621e-07,2024-07-27 15:14:00 UTC,7.302567813326621e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/GpjB4wATSfNVZPAoW15EoV7GUN6rtuJ3kN29u3hk7CEd?chain=solana,McDonalds,a7
2024-07-27 15:19:00 UTC,8481579.514989208,2024-07-27 15:19:00 UTC,8481579.514989208,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/8FtxPaWTFyPY4RwUcj2BjtwRGx5LZam4krVqEFsBCHp?chain=solana,TRETT,a9
2024-07-27 14:32:00 UTC,4.010846357395914e-07,2024-07-27 14:32:00 UTC,4.010846357395914e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/AujQBj9hTNeMJeQnPdYmBe7j3BNMMLLsXVkgsNdh4kkP?chain=solana,Tradwife,a9
2024-07-27 14:45:00 UTC,4.2909812145947685e-10,2024-07-27 14:45:00 UTC,4.2909812145947685e-10,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/FWu1suo1br8qTziuN2U8thHDDJzcwMvkFx2wiDYx7Me9?chain=solana,Make Solana Great Again,a7
2024-07-27 14:07:00 UTC,3.6121281500000004e-07,2024-07-27 14:07:00 UTC,3.6121281500000004e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/CUsDjCU5tYPBymCPRgP6vmb4X2nMcPT3H61ZnG274Ljq?chain=solana,Gambling Addicted Youth,a9
2024-07-27 11:29:00 UTC,20309376.248912,2024-07-27 11:29:00 UTC,20309376.248912,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/8ADdPsfh6zN5TGHtgsMcJk5e2abrwgZVyeDu61iEBQwL?chain=solana,Monster Energy Cat,a7
2024-07-27 13:10:00 UTC,4.216318961341914e-07,2024-07-27 13:10:00 UTC,4.216318961341914e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/5yz8e31YTjJSD3tb5ocqMYRgLuskeZUdvo65uAAFEDX8?chain=solana,I LOVE YOU SOL MUCH,a7
2024-07-27 12:08:00 UTC,15184443.36553,2024-07-27 12:08:00 UTC,15184443.36553,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/Hvp6bxUZrWXD6kGEEZ7hErYzTphVZve7GenSvNvKXMyM?chain=solana,few understand this,a9
2024-07-27 11:11:00 UTC,1.5820822209504972e-07,2024-07-27 11:11:00 UTC,1.5820822209504972e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/2hLNQ7HPjpW2Unrq7AeL5Eo7fPQpB79i6162DeMSLThz?chain=solana,RETARD,a9
2024-07-27 11:12:00 UTC,9582376.495178947,2024-07-27 11:12:00 UTC,9582376.495178947,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/9YZceZdh3cHkXbUaaro7DUgNSiY6eGFbs9kr9W5WLv72?chain=solana,Rabbi,a9
2024-07-27 11:08:00 UTC,9074190.999483334,2024-07-27 11:08:00 UTC,9074190.999483334,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/DKQLsJ17rEnt2KC5FZGemDSgMYfgBLjNuRNUP2RQ4pqq?chain=solana,SOUL,a9
2024-07-27 08:44:00 UTC,1.2818960114325756e-07,2024-07-27 08:44:00 UTC,1.2818960114325756e-07,0 days 00:00:00,0.0,https://birdeye.so/token/So11111111111111111111111111111111111111112/28CddjubtJZPAUbjFfPGsnGw5cPJPv3WDxTuX9c11wvm?chain=solana,Smoking Orcat,a2
